name,num
b'Kane',6
b'Vardy',2
b'Firmino',2
b'Agero',1
b'Salah',1
b'Zaha',1
b'Sturridge',1
b'Calvert-Lewin',1
b'Pedro',1
b'Rashford',1
b'Niasse',1
